gender,year_of_birth,city,country,level_of_education,polarity,subjectivity,nb_messages,certificate_delivered,course_id
m,1951.0,maisons alfort,fr,m,0.10115183088981378,0.3195766170339828,88,N,course-v1:MinesTelecom+0
m,1951.0,maisons alfort,fr,m,0.10115183088981378,0.3195766170339828,88,Y,MinesTelecom/04017/sessi
m,1951.0,maisons alfort,fr,m,0.10115183088981378,0.3195766170339828,88,N,MinesTelecom/04017S02/se
m,1951.0,maisons alfort,fr,m,0.10115183088981378,0.3195766170339828,88,Y,MinesTelecom/04018/sessi
m,1951.0,maisons alfort,fr,m,0.10115183088981378,0.3195766170339828,88,N,MinesTelecom/04021/sessi
m,1991.0,bras,fr,b,0.07385559380054474,0.22453865657250086,6,N,MinesTelecom/04017/sessi
m,1991.0,bras,fr,b,0.07385559380054474,0.22453865657250086,6,Y,MinesTelecom/04018/sessi
m,1991.0,bras,fr,b,0.07385559380054474,0.22453865657250086,6,N,MinesTelecom/04021/sessi
,,,,,-0.10000000149011612,0.0,1,N,course-v1:MinesTelecom+0
,,,,,0.22499999403953552,0.17499999701976776,1,N,CNAM/01002S04/session04
m,1981.0,ksour essef,tn,m,0.09757143232439246,0.19428571792585508,7,N,course-v1:MinesTelecom+0
m,1981.0,ksour essef,tn,m,0.09757143232439246,0.19428571792585508,7,Y,MinesTelecom/04017/sessi
m,1981.0,ksour essef,tn,m,0.09757143232439246,0.19428571792585508,7,N,MinesTelecom/04018/sessi
,,,,,0.1332105276615996,0.16855263200245404,19,N,CNAM/01002S04/session04
,,,,,0.1733333319425583,0.30000001192092896,1,N,CNAM/01002S04/session04
,,,,,0.14625000394880772,0.27321428060531616,2,N,CNAM/01002S04/session04
,,,,,0.07847569440491498,0.09810764047627647,24,N,course-v1:MinesTelecom+0
,,,,,0.07847569440491498,0.09810764047627647,24,N,MinesTelecom/04017S02/se
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,,,,,0.13454238703895,0.17400345855182217,31,Y,course-v1:MinesTelecom+0
m,1954.0,grasse,fr,jhs,0.19534401710216814,0.38581868089162386,13,Y,MinesTelecom/04017S02/se
m,1954.0,grasse,fr,jhs,0.19534401710216814,0.38581868089162386,13,N,MinesTelecom/04018S02/se
,,,,,-0.06583333015441895,0.0416666679084301,2,Y,CNAM/01002S04/session04
m,,,,,0.10000000149011612,0.20000000298023224,1,N,course-v1:MinesTelecom+0
,,,,,0.16500000562518835,0.10000000149011612,2,N,course-v1:MinesTelecom+0
,,,,,0.16628571537633738,0.1717857156126272,21,Y,CNAM/01002S04/session04
m,1966.0,bogota,co,m,0.0,0.0,1,N,MinesTelecom/04017S02/se
m,1989.0,bafoussam,cm,b,0.13750000360111395,0.33916666607062024,3,Y,MinesTelecom/04017S02/se
m,1989.0,bafoussam,cm,b,0.13750000360111395,0.33916666607062024,3,N,MinesTelecom/04018S02/se
m,1989.0,bafoussam,cm,b,0.13750000360111395,0.33916666607062024,3,N,MinesTelecom/04021S02/se
m,1963.0,poissy,fr,hs,0.4699999988079071,0.3333333432674408,1,N,MinesTelecom/04018S02/se
m,1967.0,villeurbanne,fr,a,0.09349600449204445,0.24638386219739913,5,Y,MinesTelecom/04017S02/se
m,1967.0,villeurbanne,fr,a,0.09349600449204445,0.24638386219739913,5,N,MinesTelecom/04018S02/se
m,1967.0,villeurbanne,fr,a,0.09349600449204445,0.24638386219739913,5,N,MinesTelecom/04021S02/se
,,,,,0.48500001430511475,0.44999998807907104,1,Y,CNAM/01002S04/session04
,,,,,0.20000000298023224,0.20000000298023224,1,N,course-v1:MinesTelecom+0
m,1986.0,lille,fr,m,-0.0020000000949949026,0.23999999463558197,1,N,course-v1:MinesTelecom+0
m,1986.0,lille,fr,m,-0.0020000000949949026,0.23999999463558197,1,N,MinesTelecom/04021/sessi
,,,,,0.14666666090488434,0.2666666805744171,1,N,course-v1:MinesTelecom+0
,,,,,0.10041666589677334,0.1583333369344473,4,N,course-v1:MinesTelecom+0
,,,,,0.26666667064030963,0.40000000099341076,3,Y,course-v1:MinesTelecom+0
m,,,,,0.25999999046325684,0.25,1,N,course-v1:MinesTelecom+0
m,1980.0,rennes,fr,p,0.12800000607967377,0.4050000011920929,1,Y,MinesTelecom/04017/sessi
m,1980.0,rennes,fr,p,0.12800000607967377,0.4050000011920929,1,N,MinesTelecom/04018/sessi
m,1980.0,rennes,fr,p,0.12800000607967377,0.4050000011920929,1,N,MinesTelecom/04021/sessi
f,,,,,0.12239814673860867,0.1895282194018364,9,Y,course-v1:MinesTelecom+0
m,1954.0,,fr,p,0.07285521374042354,0.2011209608458761,67,Y,course-v1:MinesTelecom+0
m,1954.0,,fr,p,0.07285521374042354,0.2011209608458761,67,N,MinesTelecom/04017S02/se
,,,,,0.02500000037252903,0.22499999403953552,1,Y,course-v1:MinesTelecom+0
,,,,,0.07374999951571226,0.07109375111758709,8,N,course-v1:MinesTelecom+0
,,,,,0.21666666865348816,0.13333334028720856,1,N,course-v1:MinesTelecom+0
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,,,,,0.16733333468437195,0.1836666613817215,1,N,course-v1:MinesTelecom+0
,,,,,-0.375,0.42500001192092896,1,N,course-v1:MinesTelecom+0
,,,,,-0.375,0.42500001192092896,1,N,MinesTelecom/04017S02/se
,,,,,0.125,0.30000001192092896,1,N,CNAM/01002S04/session04
,,,,,0.06069444368282954,0.21777777622143427,6,Y,CNAM/01002S04/session04
,,,,,0.07852501825065068,0.22572291326587615,23,N,course-v1:MinesTelecom+0
m,1992.0,bafoussam,cm,b,0.28999999165534973,6.166666507720947,1,N,CNAM/01002S04/session04
m,1992.0,bafoussam,cm,b,0.28999999165534973,6.166666507720947,1,N,MinesTelecom/04017/sessi
m,1992.0,bafoussam,cm,b,0.28999999165534973,6.166666507720947,1,N,MinesTelecom/04017S02/se
m,1992.0,bafoussam,cm,b,0.28999999165534973,6.166666507720947,1,N,MinesTelecom/04018S02/se
m,1992.0,bafoussam,cm,b,0.28999999165534973,6.166666507720947,1,N,MinesTelecom/04021S02/se
,,,,,0.006666665275891622,0.15666666626930237,3,N,course-v1:MinesTelecom+0
,,,,,0.13599999547004699,0.13333333879709244,5,N,course-v1:MinesTelecom+0
,,,,,0.1899999976158142,0.03333333507180214,1,N,CNAM/01002S04/session04
,,,,,0.2199999988079071,0.10000000149011612,1,Y,CNAM/01002S04/session04
,,,,,0.09944036922284535,0.285025597683021,21,N,course-v1:MinesTelecom+0
m,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
,,,,,0.16333332657814026,0.13333334028720856,1,N,course-v1:MinesTelecom+0
,,,,,0.16333332657814026,0.13333334028720856,1,N,MinesTelecom/04018S02/se
,,,,,0.16333332657814026,0.13333334028720856,1,N,MinesTelecom/04021S02/se
m,1981.0,champs-sur-marne ,fr,m,0.1666666716337204,0.13333334028720856,1,N,MinesTelecom/04017/sessi
m,1981.0,champs-sur-marne ,fr,m,0.1666666716337204,0.13333334028720856,1,N,MinesTelecom/04018/sessi
m,1981.0,champs-sur-marne ,fr,m,0.1666666716337204,0.13333334028720856,1,N,MinesTelecom/04021S02/se
m,,,,,0.1274999976158142,0.23125000298023224,2,N,course-v1:MinesTelecom+0
m,1940.0,anglet,fr,hs,0.14400000721216202,0.27333333492279055,5,Y,MinesTelecom/04017/sessi
m,1940.0,anglet,fr,hs,0.14400000721216202,0.27333333492279055,5,Y,MinesTelecom/04018/sessi
m,1940.0,anglet,fr,hs,0.14400000721216202,0.27333333492279055,5,N,MinesTelecom/04021/sessi
f,1980.0,velizy villacoublay,fr,hs,0.1281818151473999,0.1709090918302536,1,N,MinesTelecom/04021/sessi
,,,,,0.17499999701976776,0.16249999403953552,1,N,course-v1:MinesTelecom+0
,,,,,0.09182221740484238,0.3715555489063263,5,N,CNAM/01002S04/session04
,,,,,0.04944196596209492,0.12500000106436865,7,N,MinesTelecom/04021S02/se
m,1943.0,,,m,0.2133333384990692,0.3816666528582573,2,Y,MinesTelecom/04017/sessi
,,,,,0.17767534383501,0.27304487417523676,26,N,CNAM/01002S04/session04
m,,,,,0.11431818455457687,0.21022726595401764,2,Y,course-v1:MinesTelecom+0
,,,,,0.091469363309443,0.24396752193570137,8,N,CNAM/01002S04/session04
f,,,,,0.2199999988079071,0.10000000149011612,1,Y,course-v1:MinesTelecom+0
f,,,,,0.2199999988079071,0.10000000149011612,1,N,MinesTelecom/04021S02/se
,,valence,fr,,0.07516025612130761,0.18231837699810663,6,N,MinesTelecom/04017/sessi
,,valence,fr,,0.07516025612130761,0.18231837699810663,6,N,MinesTelecom/04018/sessi
,,valence,fr,,0.07516025612130761,0.18231837699810663,6,N,MinesTelecom/04021/sessi
,,,,,0.30000001192092896,0.20000000298023224,1,N,course-v1:MinesTelecom+0
,,,,,0.30000001192092896,0.20000000298023224,1,N,MinesTelecom/04021/sessi
,,,,,0.29374998807907104,0.22499999403953552,2,N,course-v1:MinesTelecom+0
,,,,,0.29749999940395355,0.21124999970197678,2,Y,CNAM/01002S04/session04
m,,montreal,ca,,0.12750000320374966,0.1928124986588955,4,N,course-v1:MinesTelecom+0
m,,montreal,ca,,0.12750000320374966,0.1928124986588955,4,N,MinesTelecom/04017/sessi
m,,montreal,ca,,0.12750000320374966,0.1928124986588955,4,Y,MinesTelecom/04017S02/se
m,,montreal,ca,,0.12750000320374966,0.1928124986588955,4,N,MinesTelecom/04018/sessi
m,1987.0,goma,cd,m,0.04375000484287739,-0.048124998807907104,4,N,course-v1:MinesTelecom+0
m,1987.0,goma,cd,m,0.04375000484287739,-0.048124998807907104,4,N,MinesTelecom/04017S02/se
m,1987.0,goma,cd,m,0.04375000484287739,-0.048124998807907104,4,N,MinesTelecom/04018S02/se
m,1984.0,ngaoundere,cm,m,0.11699999868869781,0.13500000536441803,2,Y,course-v1:MinesTelecom+0
m,1984.0,ngaoundere,cm,m,0.11699999868869781,0.13500000536441803,2,N,MinesTelecom/04017S02/se
m,1984.0,ngaoundere,cm,m,0.11699999868869781,0.13500000536441803,2,N,MinesTelecom/04021/sessi
m,1957.0,,,b,0.07792813553371364,0.21729587432410982,18,Y,MinesTelecom/04017/sessi
m,1957.0,,,b,0.07792813553371364,0.21729587432410982,18,Y,MinesTelecom/04018/sessi
m,1957.0,,,b,0.07792813553371364,0.21729587432410982,18,N,MinesTelecom/04021/sessi
f,,,,,0.3333333432674408,0.20000000298023224,1,N,course-v1:MinesTelecom+0
m,1988.0,,,m,0.10000000149011612,0.6000000238418579,1,N,MinesTelecom/04017/sessi
m,1980.0,angouleme,fr,jhs,0.10333333226541679,0.05000000074505806,3,N,course-v1:MinesTelecom+0
m,1980.0,angouleme,fr,jhs,0.10333333226541679,0.05000000074505806,3,N,MinesTelecom/04017/sessi
m,1980.0,angouleme,fr,jhs,0.10333333226541679,0.05000000074505806,3,N,MinesTelecom/04017S02/se
m,1980.0,angouleme,fr,jhs,0.10333333226541679,0.05000000074505806,3,N,MinesTelecom/04018S02/se
m,1980.0,angouleme,fr,jhs,0.10333333226541679,0.05000000074505806,3,N,MinesTelecom/04021S02/se
,,,,,0.0729999989271164,0.2770000100135803,1,Y,CNAM/01002S04/session04
,,,,,0.30000001192092896,0.20000000298023224,1,N,MinesTelecom/04021S02/se
,,,,,0.20315475637714067,0.24023810029029846,6,Y,CNAM/01002S04/session04
,,,,,0.20315475637714067,0.24023810029029846,6,N,course-v1:MinesTelecom+0
m,,,,,0.010857142508029938,0.10095238366297313,7,Y,course-v1:MinesTelecom+0
m,1954.0,amiens,fr,m,0.5199999809265137,0.4749999940395355,1,N,MinesTelecom/04017S02/se
m,1954.0,amiens,fr,m,0.5199999809265137,0.4749999940395355,1,N,MinesTelecom/04021S02/se
m,1959.0,,,m,0.04949087280159195,0.18399206598599752,30,N,course-v1:MinesTelecom+0
m,1959.0,,,m,0.04949087280159195,0.18399206598599752,30,Y,MinesTelecom/04017S02/se
m,1959.0,,,m,0.04949087280159195,0.18399206598599752,30,N,MinesTelecom/04018S02/se
m,1959.0,,,m,0.04949087280159195,0.18399206598599752,30,N,MinesTelecom/04021S02/se
m,1975.0,abengourou,ci,hs,0.22192401921047883,0.18292483840795123,17,N,CNAM/01002S04/session04
m,1975.0,abengourou,ci,hs,0.22192401921047883,0.18292483840795123,17,N,course-v1:MinesTelecom+0
m,1975.0,abengourou,ci,hs,0.22192401921047883,0.18292483840795123,17,N,MinesTelecom/04017S02/se
m,1975.0,abengourou,ci,hs,0.22192401921047883,0.18292483840795123,17,N,MinesTelecom/04018S02/se
m,1975.0,abengourou,ci,hs,0.22192401921047883,0.18292483840795123,17,N,MinesTelecom/04021S02/se
,,,,,0.1954551019838878,0.32826731014730676,14,Y,CNAM/01002S04/session04
,,,,,0.09341309542457263,0.17769643341501554,15,N,CNAM/01002S04/session04
m,1967.0,neuilly sur seine,fr,m,0.1379999965429306,0.09000000357627869,1,N,MinesTelecom/04017S02/se
m,1967.0,neuilly sur seine,fr,m,0.1379999965429306,0.09000000357627869,1,N,MinesTelecom/04018S02/se
m,1967.0,neuilly sur seine,fr,m,0.1379999965429306,0.09000000357627869,1,N,MinesTelecom/04021S02/se
,,,,,0.14637500047683716,0.11375000141561031,4,N,CNAM/01002S04/session04
,,,,,0.14637500047683716,0.11375000141561031,4,N,MinesTelecom/04021S02/se
m,1976.0,,fr,m,0.2874999940395355,0.4750000089406967,2,Y,MinesTelecom/04017/sessi
m,1976.0,,fr,m,0.2874999940395355,0.4750000089406967,2,N,MinesTelecom/04018/sessi
m,1976.0,,fr,m,0.2874999940395355,0.4750000089406967,2,N,MinesTelecom/04021/sessi
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,1962.0,,,jhs,0.11791666845480601,0.20833333333333334,3,N,course-v1:MinesTelecom+0
m,1962.0,,,jhs,0.11791666845480601,0.20833333333333334,3,N,MinesTelecom/04017/sessi
m,1962.0,,,jhs,0.11791666845480601,0.20833333333333334,3,N,MinesTelecom/04017S02/se
m,1962.0,,,jhs,0.11791666845480601,0.20833333333333334,3,N,MinesTelecom/04018/sessi
m,1962.0,,,jhs,0.11791666845480601,0.20833333333333334,3,N,MinesTelecom/04021/sessi
m,1962.0,,,jhs,0.11791666845480601,0.20833333333333334,3,N,MinesTelecom/04021S02/se
m,1980.0,toulouse,fr,m,0.30000001192092896,0.20000000298023224,1,Y,MinesTelecom/04017/sessi
m,1980.0,toulouse,fr,m,0.30000001192092896,0.20000000298023224,1,N,MinesTelecom/04018/sessi
,,,,,0.3003101862139172,0.4232036984629101,9,N,course-v1:MinesTelecom+0
m,1968.0,,,p,0.10125000029802322,0.15931818820536137,2,Y,MinesTelecom/04017/sessi
m,1968.0,,,p,0.10125000029802322,0.15931818820536137,2,Y,MinesTelecom/04018/sessi
m,1968.0,,,p,0.10125000029802322,0.15931818820536137,2,N,MinesTelecom/04021/sessi
m,1968.0,,,p,0.10125000029802322,0.15931818820536137,2,N,MinesTelecom/04021S02/se
m,1991.0,brazzaville,cg,m,0.0,0.0,1,N,MinesTelecom/04018S02/se
m,1974.0,abidjan,ci,m,0.17000000178813934,0.24166665971279144,1,N,MinesTelecom/04018S02/se
m,1974.0,abidjan,ci,m,0.17000000178813934,0.24166665971279144,1,N,MinesTelecom/04021/sessi
m,1974.0,abidjan,ci,m,0.17000000178813934,0.24166665971279144,1,N,MinesTelecom/04021S02/se
,,,,,0.0,0.0,1,N,CNAM/01002S04/session04
,,,,,0.0,0.0,1,N,MinesTelecom/04018/sessi
,,,,,0.020000003278255463,0.21250000223517418,4,N,course-v1:MinesTelecom+0
,,,,,0.028333334252238274,1.774999976158142,1,N,course-v1:MinesTelecom+0
m,1955.0,marseille,fr,m,0.0862199680625715,0.18323485126549546,55,Y,course-v1:MinesTelecom+0
m,1955.0,marseille,fr,m,0.0862199680625715,0.18323485126549546,55,N,MinesTelecom/04017/sessi
m,1969.0,,,m,-0.0833333358168602,0.6000000238418579,1,N,MinesTelecom/04017/sessi
m,1969.0,,,m,-0.0833333358168602,0.6000000238418579,1,N,MinesTelecom/04017S02/se
m,1969.0,,,m,-0.0833333358168602,0.6000000238418579,1,N,MinesTelecom/04018/sessi
m,1969.0,,,m,-0.0833333358168602,0.6000000238418579,1,N,MinesTelecom/04018S02/se
,,,,,0.11428571492433548,0.15357142686843872,1,N,CNAM/01002S04/session04
,,,,,0.01916666654869914,0.07083333469927311,2,N,course-v1:MinesTelecom+0
,,,,,0.2800000011920929,0.25,1,N,course-v1:MinesTelecom+0
,,,,,0.28999999165534973,0.30000001192092896,1,N,course-v1:MinesTelecom+0
,,,,,0.30000001192092896,0.5,1,N,course-v1:MinesTelecom+0
f,1965.0,constantine,dz,b,0.10999999940395355,0.05000000074505806,1,N,course-v1:MinesTelecom+0
f,1965.0,constantine,dz,b,0.10999999940395355,0.05000000074505806,1,N,MinesTelecom/04017S02/se
f,1965.0,constantine,dz,b,0.10999999940395355,0.05000000074505806,1,N,MinesTelecom/04021/sessi
,,,,,0.1599999964237213,0.15000000596046448,1,Y,CNAM/01002S04/session04
m,1981.0,evrunes,fr,hs,0.19162499904632568,0.30000000447034836,2,N,MinesTelecom/04017/sessi
m,1981.0,evrunes,fr,hs,0.19162499904632568,0.30000000447034836,2,N,MinesTelecom/04017S02/se
m,1981.0,evrunes,fr,hs,0.19162499904632568,0.30000000447034836,2,N,MinesTelecom/04021/sessi
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
,,,,,0.2749999910593033,0.29999999701976776,2,N,course-v1:MinesTelecom+0
m,1992.0,bamako,ml,b,0.22958333045244217,0.2875000089406967,2,Y,MinesTelecom/04017/sessi
m,1992.0,bamako,ml,b,0.22958333045244217,0.2875000089406967,2,N,MinesTelecom/04018/sessi
m,,,,,0.20000000298023224,0.10000000149011612,1,N,course-v1:MinesTelecom+0
m,1993.0,bedarieux,fr,hs,-0.0373611090083917,0.3979166696468989,3,N,course-v1:MinesTelecom+0
m,1993.0,bedarieux,fr,hs,-0.0373611090083917,0.3979166696468989,3,N,MinesTelecom/04018/sessi
m,1964.0,saint jean de moirans,fr,m,-0.030000000571211178,0.10555555919806163,3,N,course-v1:MinesTelecom+0
m,1964.0,saint jean de moirans,fr,m,-0.030000000571211178,0.10555555919806163,3,N,MinesTelecom/04017S02/se
m,1964.0,saint jean de moirans,fr,m,-0.030000000571211178,0.10555555919806163,3,N,MinesTelecom/04018S02/se
m,1992.0,marrakech,ma,hs,0.0,0.0,1,N,CNAM/01002S04/session04
m,1992.0,marrakech,ma,hs,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,1992.0,marrakech,ma,hs,0.0,0.0,1,N,MinesTelecom/04017/sessi
,,,,,0.1781547615038497,0.35051190640245167,7,N,course-v1:MinesTelecom+0
m,1956.0,lyon,fr,m,0.17666666209697723,0.23749999701976776,1,Y,MinesTelecom/04017/sessi
m,1956.0,lyon,fr,m,0.17666666209697723,0.23749999701976776,1,Y,MinesTelecom/04018/sessi
m,1986.0,m'sila,dz,m,0.33000001311302185,0.23333333432674408,1,N,course-v1:MinesTelecom+0
m,1986.0,m'sila,dz,m,0.33000001311302185,0.23333333432674408,1,N,MinesTelecom/04017S02/se
m,1986.0,m'sila,dz,m,0.33000001311302185,0.23333333432674408,1,N,MinesTelecom/04018S02/se
m,1986.0,m'sila,dz,m,0.33000001311302185,0.23333333432674408,1,N,MinesTelecom/04021/sessi
m,1986.0,m'sila,dz,m,0.33000001311302185,0.23333333432674408,1,N,MinesTelecom/04021S02/se
,,,,,0.35333332419395447,0.3333333432674408,1,Y,CNAM/01002S04/session04
,,,,,0.35333332419395447,0.3333333432674408,1,N,MinesTelecom/04021S02/se
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
,,,,,0.017000003531575204,0.16000000089406968,5,N,course-v1:MinesTelecom+0
m,1968.0,,,b,0.08416667101638657,0.17797619264040673,14,N,course-v1:MinesTelecom+0
m,1968.0,,,b,0.08416667101638657,0.17797619264040673,14,N,MinesTelecom/04017/sessi
m,1968.0,,,b,0.08416667101638657,0.17797619264040673,14,N,MinesTelecom/04018/sessi
m,1968.0,,,b,0.08416667101638657,0.17797619264040673,14,N,MinesTelecom/04021/sessi
m,1986.0,constantine,dz,p,0.0,0.0,1,N,CNAM/01002S04/session04
m,1986.0,constantine,dz,p,0.0,0.0,1,N,MinesTelecom/04021/sessi
m,1986.0,constantine,dz,p,0.0,0.0,1,N,MinesTelecom/04021S02/se
,,,,,0.30000001192092896,0.20000000298023224,1,N,course-v1:MinesTelecom+0
f,1970.0,orthez,fr,m,0.1411111056804657,0.26944443583488464,1,N,MinesTelecom/04021/sessi
m,,,,,0.25,0.25,1,N,course-v1:MinesTelecom+0
m,,,,,0.23220562697811561,0.35605519264936447,11,Y,course-v1:MinesTelecom+0
,,,,,0.30000001192092896,0.3125,1,N,course-v1:MinesTelecom+0
m,1977.0,,,b,0.0,0.0,1,Y,MinesTelecom/04017/sessi
m,1977.0,,,b,0.0,0.0,1,N,MinesTelecom/04018/sessi
,,,,,0.3330000042915344,0.29500000178813934,2,N,CNAM/01002S04/session04
,,,,,0.4480000138282776,0.5,1,N,course-v1:MinesTelecom+0
m,1960.0,,,m,0.17667528553991704,0.18914000035540476,37,N,CNAM/01002S04/session04
m,1960.0,,,m,0.17667528553991704,0.18914000035540476,37,N,MinesTelecom/04021/sessi
m,1971.0,poitiers,fr,m,0.06917159240692854,0.16761742532253265,10,Y,MinesTelecom/04017S02/se
m,1971.0,poitiers,fr,m,0.06917159240692854,0.16761742532253265,10,N,MinesTelecom/04018S02/se
m,1971.0,poitiers,fr,m,0.06917159240692854,0.16761742532253265,10,N,MinesTelecom/04021S02/se
m,1987.0,paris,fr,m,0.10000000149011612,0.6000000238418579,1,N,course-v1:MinesTelecom+0
m,1987.0,paris,fr,m,0.10000000149011612,0.6000000238418579,1,N,MinesTelecom/04017/sessi
m,1987.0,paris,fr,m,0.10000000149011612,0.6000000238418579,1,N,MinesTelecom/04017S02/se
m,1987.0,paris,fr,m,0.10000000149011612,0.6000000238418579,1,N,MinesTelecom/04018/sessi
m,1987.0,paris,fr,m,0.10000000149011612,0.6000000238418579,1,N,MinesTelecom/04018S02/se
m,1987.0,paris,fr,m,0.10000000149011612,0.6000000238418579,1,N,MinesTelecom/04021/sessi
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,1980.0,uzemain,fr,b,0.15463541261851788,0.35208334028720856,4,N,course-v1:MinesTelecom+0
m,1980.0,uzemain,fr,b,0.15463541261851788,0.35208334028720856,4,Y,MinesTelecom/04017S02/se
m,1980.0,uzemain,fr,b,0.15463541261851788,0.35208334028720856,4,N,MinesTelecom/04018S02/se
,,,,,0.3566666543483734,0.30000001192092896,1,N,MinesTelecom/04021S02/se
,,,,,0.11821428826078773,0.21339285373687744,4,Y,course-v1:MinesTelecom+0
m,1950.0,sorges,fr,jhs,0.0,0.0,1,N,MinesTelecom/04017S02/se
,,,,,0.2569444477558136,0.3187500089406967,2,Y,CNAM/01002S04/session04
m,,,,,0.20000000298023224,0.15000000596046448,1,Y,course-v1:MinesTelecom+0
,,,,,0.0,0.0,2,N,course-v1:MinesTelecom+0
m,1981.0,,,m,0.0,0.0,1,N,MinesTelecom/04018/sessi
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
,,,,,0.08540909240643184,0.23924241960048676,6,Y,CNAM/01002S04/session04
,,,,,0.13754166848957539,0.2525000007202228,12,N,course-v1:MinesTelecom+0
m,1981.0,mende,fr,hs,-0.04625000059604645,0.3499999940395355,1,Y,MinesTelecom/04017/sessi
m,1981.0,mende,fr,hs,-0.04625000059604645,0.3499999940395355,1,N,MinesTelecom/04018/sessi
m,1981.0,mende,fr,hs,-0.04625000059604645,0.3499999940395355,1,N,MinesTelecom/04018S02/se
,,,,,0.2199999988079071,0.10000000149011612,1,N,CNAM/01002S04/session04
,,,,,0.2199999988079071,0.10000000149011612,1,N,MinesTelecom/04021S02/se
m,1968.0,ploemeur,fr,jhs,0.30000001192092896,0.20000000298023224,2,N,MinesTelecom/04021/sessi
,,,,,0.4749999940395355,0.550000011920929,1,N,course-v1:MinesTelecom+0
,,,,,0.10894091801579904,0.3095199378828208,27,N,course-v1:MinesTelecom+0
m,1996.0,abijan,ci,b,0.37162500666454434,0.22666667215526104,8,Y,MinesTelecom/04017/sessi
m,1996.0,abijan,ci,b,0.37162500666454434,0.22666667215526104,8,N,MinesTelecom/04018/sessi
m,1996.0,abijan,ci,b,0.37162500666454434,0.22666667215526104,8,N,MinesTelecom/04021/sessi
,,,,,0.09833333641290665,0.20000000298023224,1,N,course-v1:MinesTelecom+0
,,,,,0.1574999988079071,0.15000000596046448,1,N,CNAM/01002S04/session04
m,,,,,0.10200893107269492,0.13571428720440185,7,Y,course-v1:MinesTelecom+0
m,1985.0,mirabel,fr,m,0.11013888940215111,0.2805555611848831,2,N,course-v1:MinesTelecom+0
m,1985.0,mirabel,fr,m,0.11013888940215111,0.2805555611848831,2,Y,MinesTelecom/04017/sessi
m,1985.0,mirabel,fr,m,0.11013888940215111,0.2805555611848831,2,N,MinesTelecom/04018/sessi
f,,,,,0.11119047629957397,0.20695057387153307,12,Y,course-v1:MinesTelecom+0
,,,,,0.08478692919015884,0.22623106092214584,4,N,course-v1:MinesTelecom+0
f,,,,,-0.026653438806533813,0.1656613772114118,3,N,course-v1:MinesTelecom+0
f,,,,,-0.026653438806533813,0.1656613772114118,3,N,MinesTelecom/04021S02/se
m,1987.0,douala,cm,b,-0.02500000037252903,0.20000000298023224,2,N,course-v1:MinesTelecom+0
m,1987.0,douala,cm,b,-0.02500000037252903,0.20000000298023224,2,Y,MinesTelecom/04017/sessi
m,1987.0,douala,cm,b,-0.02500000037252903,0.20000000298023224,2,N,MinesTelecom/04018/sessi
f,1968.0,mazamet,fr,m,0.05000000074505806,0.10000000149011612,1,Y,MinesTelecom/04017/sessi
f,1968.0,mazamet,fr,m,0.05000000074505806,0.10000000149011612,1,N,MinesTelecom/04018/sessi
,,,,,0.22286111364761987,0.18833333253860474,6,N,CNAM/01002S04/session04
m,1980.0,nantes,fr,hs,0.23399999737739563,0.10000000149011612,1,N,course-v1:MinesTelecom+0
m,1980.0,nantes,fr,hs,0.23399999737739563,0.10000000149011612,1,Y,MinesTelecom/04017/sessi
m,1980.0,nantes,fr,hs,0.23399999737739563,0.10000000149011612,1,N,MinesTelecom/04018/sessi
m,1980.0,nantes,fr,hs,0.23399999737739563,0.10000000149011612,1,N,MinesTelecom/04021/sessi
m,1945.0,verrieres le buissonx,fr,m,0.094810078039466,0.22018615502331937,70,Y,MinesTelecom/04017S02/se
m,1945.0,verrieres le buissonx,fr,m,0.094810078039466,0.22018615502331937,70,N,MinesTelecom/04018/sessi
m,1945.0,verrieres le buissonx,fr,m,0.094810078039466,0.22018615502331937,70,N,MinesTelecom/04018S02/se
m,1945.0,verrieres le buissonx,fr,m,0.094810078039466,0.22018615502331937,70,N,MinesTelecom/04021/sessi
,,,,,0.10000000149011612,0.25,1,N,CNAM/01002S04/session04
,,,,,0.10000000149011612,0.25,1,N,course-v1:MinesTelecom+0
,,,,,0.2199999988079071,0.3050000071525574,1,Y,course-v1:MinesTelecom+0
m,1964.0,echire,fr,hs,0.037055556972821556,0.10380952432751656,6,Y,MinesTelecom/04017/sessi
m,1964.0,echire,fr,hs,0.037055556972821556,0.10380952432751656,6,N,MinesTelecom/04018/sessi
m,1940.0,,fr,el,0.21150000393390656,0.24250000715255737,1,Y,course-v1:MinesTelecom+0
m,1940.0,,fr,el,0.21150000393390656,0.24250000715255737,1,Y,MinesTelecom/04017/sessi
m,1940.0,,fr,el,0.21150000393390656,0.24250000715255737,1,N,MinesTelecom/04017S02/se
